group,names,logfoldchanges,cell.type,organ
1,HLA-A,2.605812,Dendritic cells,Immune system
1,CXCR4,4.9707613,B cells,Immune system
1,CXCR4,4.9707613,B cells,Immune system
1,CXCR4,4.9707613,Dendritic cells,Immune system
1,CXCR4,4.9707613,Dendritic cells,Immune system
1,CXCR4,4.9707613,Mast cells,Immune system
1,CXCR4,4.9707613,Mast cells,Immune system
1,CXCR4,4.9707613,Megakaryocytes,Immune system
1,CXCR4,4.9707613,Megakaryocytes,Immune system
1,CXCR4,4.9707613,Monocytes,Immune system
1,CXCR4,4.9707613,Monocytes,Immune system
1,CXCR4,4.9707613,Natural killer T cells,Immune system
1,CXCR4,4.9707613,Natural killer T cells,Immune system
1,CXCR4,4.9707613,NK cells,Immune system
1,CXCR4,4.9707613,NK cells,Immune system
1,CXCR4,4.9707613,Plasma cells,Immune system
1,CXCR4,4.9707613,Plasma cells,Immune system
1,CXCR4,4.9707613,Plasmacytoid dendritic cells,Immune system
1,CXCR4,4.9707613,Plasmacytoid dendritic cells,Immune system
1,CXCR4,4.9707613,T cells,Immune system
1,CXCR4,4.9707613,T cells,Immune system
1,JUNB,3.8687584,T cells,Immune system
1,JUNB,3.8687584,T cells,Immune system
1,KLRB1,5.6344137,Natural killer T cells,Immune system
1,KLRB1,5.6344137,Natural killer T cells,Immune system
1,KLRB1,5.6344137,NK cells,Immune system
1,KLRB1,5.6344137,NK cells,Immune system
1,KLRB1,5.6344137,T cells,Immune system
1,KLRB1,5.6344137,T cells,Immune system
1,S100A4,4.001758,Dendritic cells,Immune system
1,S100A4,4.001758,Dendritic cells,Immune system
1,S100A4,4.001758,Dendritic cells,Immune system
1,S100A4,4.001758,Macrophages,Immune system
1,S100A4,4.001758,Macrophages,Immune system
1,S100A4,4.001758,Macrophages,Immune system
1,S100A4,4.001758,Monocytes,Immune system
1,S100A4,4.001758,Monocytes,Immune system
1,S100A4,4.001758,Monocytes,Immune system
1,S100A4,4.001758,Myeloid-derived suppressor cells,Immune system
1,S100A4,4.001758,Myeloid-derived suppressor cells,Immune system
1,S100A4,4.001758,Myeloid-derived suppressor cells,Immune system
1,S100A4,4.001758,Neutrophils,Immune system
1,S100A4,4.001758,Neutrophils,Immune system
1,S100A4,4.001758,Neutrophils,Immune system
1,S100A4,4.001758,NK cells,Immune system
1,S100A4,4.001758,NK cells,Immune system
1,S100A4,4.001758,NK cells,Immune system
1,S100A4,4.001758,T cells,Immune system
1,S100A4,4.001758,T cells,Immune system
1,S100A4,4.001758,T cells,Immune system
1,GZMA,5.9415584,Gamma delta T cells,Immune system
1,GZMA,5.9415584,Gamma delta T cells,Immune system
1,GZMA,5.9415584,NK cells,Immune system
1,GZMA,5.9415584,NK cells,Immune system
1,GZMA,5.9415584,T cells,Immune system
1,GZMA,5.9415584,T cells,Immune system
1,CST7,5.665859,Gamma delta T cells,Immune system
1,CST7,5.665859,Gamma delta T cells,Immune system
1,CST7,5.665859,Gamma delta T cells,Immune system
1,CST7,5.665859,NK cells,Immune system
1,CST7,5.665859,NK cells,Immune system
1,CST7,5.665859,NK cells,Immune system
1,KLRD1,4.1357303,Gamma delta T cells,Immune system
1,KLRD1,4.1357303,Gamma delta T cells,Immune system
1,KLRD1,4.1357303,Gamma delta T cells,Immune system
1,KLRD1,4.1357303,Gamma delta T cells,Immune system
1,KLRD1,4.1357303,NK cells,Immune system
1,KLRD1,4.1357303,NK cells,Immune system
1,KLRD1,4.1357303,NK cells,Immune system
1,KLRD1,4.1357303,NK cells,Immune system
1,IL32,2.78986,NK cells,Immune system
1,IL32,2.78986,NK cells,Immune system
1,IL32,2.78986,T cells,Immune system
1,IL32,2.78986,T cells,Immune system
1,CD69,5.5308976,B cells,Immune system
1,CD69,5.5308976,B cells,Immune system
1,CD69,5.5308976,B cells,Immune system
1,CD69,5.5308976,B cells memory,Immune system
1,CD69,5.5308976,B cells memory,Immune system
1,CD69,5.5308976,B cells memory,Immune system
1,CD69,5.5308976,B cells naive,Immune system
1,CD69,5.5308976,B cells naive,Immune system
1,CD69,5.5308976,B cells naive,Immune system
1,CD69,5.5308976,Basophils,Immune system
1,CD69,5.5308976,Basophils,Immune system
1,CD69,5.5308976,Basophils,Immune system
1,CD69,5.5308976,Eosinophils,Immune system
1,CD69,5.5308976,Eosinophils,Immune system
1,CD69,5.5308976,Eosinophils,Immune system
1,CD69,5.5308976,NK cells,Immune system
1,CD69,5.5308976,NK cells,Immune system
1,CD69,5.5308976,NK cells,Immune system
1,CD69,5.5308976,T cells,Immune system
1,CD69,5.5308976,T cells,Immune system
1,CD69,5.5308976,T cells,Immune system
1,CD69,5.5308976,T cytotoxic cells,Immune system
1,CD69,5.5308976,T cytotoxic cells,Immune system
1,CD69,5.5308976,T cytotoxic cells,Immune system
1,CD69,5.5308976,T memory cells,Immune system
1,CD69,5.5308976,T memory cells,Immune system
1,CD69,5.5308976,T memory cells,Immune system
1,CD52,4.817865,B cells,Immune system
1,CD52,4.817865,B cells,Immune system
1,CD52,4.817865,B cells naive,Immune system
1,CD52,4.817865,B cells naive,Immune system
1,CD52,4.817865,T cells,Immune system
1,CD52,4.817865,T cells,Immune system
1,CD37,3.395761,B cells memory,Immune system
1,CD37,3.395761,B cells memory,Immune system
1,CD37,3.395761,B cells naive,Immune system
1,CD37,3.395761,B cells naive,Immune system
1,CD37,3.395761,Plasma cells,Immune system
1,CD37,3.395761,Plasma cells,Immune system
1,GZMK,5.4700255,NK cells,Immune system
1,GZMK,5.4700255,NK cells,Immune system
1,GZMK,5.4700255,T cells,Immune system
1,GZMK,5.4700255,T cells,Immune system
1,GNLY,5.224089,Gamma delta T cells,Immune system
1,GNLY,5.224089,Gamma delta T cells,Immune system
1,GNLY,5.224089,NK cells,Immune system
1,GNLY,5.224089,NK cells,Immune system
1,CD7,2.5535378,Gamma delta T cells,Immune system
1,CD7,2.5535378,Gamma delta T cells,Immune system
1,CD7,2.5535378,Monocytes,Immune system
1,CD7,2.5535378,Monocytes,Immune system
1,CD7,2.5535378,NK cells,Immune system
1,CD7,2.5535378,NK cells,Immune system
1,CD7,2.5535378,T cells,Immune system
1,CD7,2.5535378,T cells,Immune system
1,CD7,2.5535378,T memory cells,Immune system
1,CD7,2.5535378,T memory cells,Immune system
1,ITGB2,2.7656906,Natural killer T cells,Immune system
1,ITGB2,2.7656906,Natural killer T cells,Immune system
1,ITGB2,2.7656906,Natural killer T cells,Immune system
1,LCK,4.630423,T cells,Immune system
1,LCK,4.630423,T cells,Immune system
1,LCK,4.630423,T cells,Immune system
1,LCK,4.630423,T cells,Immune system
1,LCK,4.630423,T memory cells,Immune system
1,LCK,4.630423,T memory cells,Immune system
1,LCK,4.630423,T memory cells,Immune system
1,LCK,4.630423,T memory cells,Immune system
1,CD247,3.3065813,Gamma delta T cells,Immune system
1,CD247,3.3065813,Gamma delta T cells,Immune system
1,CD247,3.3065813,Gamma delta T cells,Immune system
1,CD247,3.3065813,Gamma delta T cells,Immune system
1,CD247,3.3065813,Gamma delta T cells,Immune system
1,CD247,3.3065813,NK cells,Immune system
1,CD247,3.3065813,NK cells,Immune system
1,CD247,3.3065813,NK cells,Immune system
1,CD247,3.3065813,NK cells,Immune system
1,CD247,3.3065813,NK cells,Immune system
1,CD247,3.3065813,T cells,Immune system
1,CD247,3.3065813,T cells,Immune system
1,CD247,3.3065813,T cells,Immune system
1,CD247,3.3065813,T cells,Immune system
1,CD247,3.3065813,T cells,Immune system
1,CD247,3.3065813,T memory cells,Immune system
1,CD247,3.3065813,T memory cells,Immune system
1,CD247,3.3065813,T memory cells,Immune system
1,CD247,3.3065813,T memory cells,Immune system
1,CD247,3.3065813,T memory cells,Immune system
1,PLAC8,2.6408622,Dendritic cells,Immune system
1,PLAC8,2.6408622,Dendritic cells,Immune system
1,PLAC8,2.6408622,Dendritic cells,Immune system
1,PLAC8,2.6408622,Dendritic cells,Immune system
1,GZMM,5.2588825,NK cells,Immune system
1,GZMM,5.2588825,NK cells,Immune system
1,CD3G,5.7930064,NK cells,Immune system
1,CD3G,5.7930064,T cells,Immune system
1,CD3G,5.7930064,T memory cells,Immune system
1,TBC1D10C,4.583137,T memory cells,Immune system
1,TBC1D10C,4.583137,T memory cells,Immune system
1,TBC1D10C,4.583137,T memory cells,Immune system
1,IL16,3.4550543,Plasma cells,Immune system
1,IL16,3.4550543,Plasma cells,Immune system
1,IL16,3.4550543,Plasma cells,Immune system
1,IL16,3.4550543,Plasma cells,Immune system
1,HOPX,5.414642,Gamma delta T cells,Immune system
1,HOPX,5.414642,Gamma delta T cells,Immune system
1,HOPX,5.414642,NK cells,Immune system
1,HOPX,5.414642,NK cells,Immune system
1,HOPX,5.414642,T cells,Immune system
1,HOPX,5.414642,T cells,Immune system
1,PYHIN1,4.048868,T cells,Immune system
1,PYHIN1,4.048868,T cells,Immune system
1,PYHIN1,4.048868,T cells,Immune system
1,PYHIN1,4.048868,T cells,Immune system
1,BIN2,3.1760967,T memory cells,Immune system
1,BIN2,3.1760967,T memory cells,Immune system
1,BIN2,3.1760967,T memory cells,Immune system
1,BIN2,3.1760967,T memory cells,Immune system
1,CYTIP,2.9033384,T memory cells,Immune system
1,CYTIP,2.9033384,T memory cells,Immune system
1,CYTIP,2.9033384,T memory cells,Immune system
1,CYTIP,2.9033384,T memory cells,Immune system
1,CYTIP,2.9033384,T memory cells,Immune system
1,MATK,4.1137276,Megakaryocytes,Immune system
1,MATK,4.1137276,Megakaryocytes,Immune system
1,MATK,4.1137276,Megakaryocytes,Immune system
1,TRGC2,5.3603306,Gamma delta T cells,Immune system
1,TRGC2,5.3603306,Gamma delta T cells,Immune system
1,RUNX3,3.179875,Macrophages,Immune system
1,RUNX3,3.179875,Macrophages,Immune system
1,RUNX3,3.179875,Macrophages,Immune system
1,RUNX3,3.179875,Macrophages,Immune system
1,RUNX3,3.179875,Macrophages,Immune system
1,PRDM1,2.8631694,Plasma cells,Immune system
1,PRDM1,2.8631694,Plasma cells,Immune system
1,PRDM1,2.8631694,Plasma cells,Immune system
1,PRDM1,2.8631694,Plasma cells,Immune system
1,PRDM1,2.8631694,Plasma cells,Immune system
1,KLRG1,2.7525365,NK cells,Immune system
1,IL2RB,3.55974,Natural killer T cells,Immune system
1,IL2RB,3.55974,Natural killer T cells,Immune system
1,IL2RB,3.55974,Natural killer T cells,Immune system
1,IL2RB,3.55974,Natural killer T cells,Immune system
1,IL2RB,3.55974,Natural killer T cells,Immune system
1,IL2RB,3.55974,NK cells,Immune system
1,IL2RB,3.55974,NK cells,Immune system
1,IL2RB,3.55974,NK cells,Immune system
1,IL2RB,3.55974,NK cells,Immune system
1,IL2RB,3.55974,NK cells,Immune system
1,IL2RB,3.55974,T cells,Immune system
1,IL2RB,3.55974,T cells,Immune system
1,IL2RB,3.55974,T cells,Immune system
1,IL2RB,3.55974,T cells,Immune system
1,IL2RB,3.55974,T cells,Immune system
1,CD8A,3.7416523,Dendritic cells,Immune system
1,CD8A,3.7416523,NK cells,Immune system
1,CD8A,3.7416523,Plasmacytoid dendritic cells,Immune system
1,CD8A,3.7416523,T cells,Immune system
1,CD8A,3.7416523,T cytotoxic cells,Immune system
1,BCL11B,3.3813684,Nuocytes,Immune system
1,BCL11B,3.3813684,Nuocytes,Immune system
1,BCL11B,3.3813684,Nuocytes,Immune system
1,FMNL1,2.6085587,Macrophages,Immune system
1,FMNL1,2.6085587,Macrophages,Immune system
1,FMNL1,2.6085587,Macrophages,Immune system
1,FMNL1,2.6085587,Macrophages,Immune system
1,FMNL1,2.6085587,Macrophages,Immune system
1,FMNL1,2.6085587,Macrophages,Immune system
1,FMNL1,2.6085587,T cells,Immune system
1,FMNL1,2.6085587,T cells,Immune system
1,FMNL1,2.6085587,T cells,Immune system
1,FMNL1,2.6085587,T cells,Immune system
1,FMNL1,2.6085587,T cells,Immune system
1,FMNL1,2.6085587,T cells,Immune system
1,CD160,3.6377795,T cells,Immune system
1,CD160,3.6377795,T cells,Immune system
1,CD160,3.6377795,T cells,Immune system
1,RHOH,2.7797358,T cells,Immune system
1,RHOH,2.7797358,T cells,Immune system
1,RHOH,2.7797358,T cells,Immune system
1,RHOH,2.7797358,T cells,Immune system
1,RHOH,2.7797358,T cells,Immune system
1,RHOH,2.7797358,T memory cells,Immune system
1,RHOH,2.7797358,T memory cells,Immune system
1,RHOH,2.7797358,T memory cells,Immune system
1,RHOH,2.7797358,T memory cells,Immune system
1,RHOH,2.7797358,T memory cells,Immune system
1,CLIC3,4.1891,Gamma delta T cells,Immune system
1,CLIC3,4.1891,Gamma delta T cells,Immune system
1,CLIC3,4.1891,Gamma delta T cells,Immune system
1,CXCR6,4.7351103,T cells,Immune system
1,CXCR6,4.7351103,T cells,Immune system
1,CXCR6,4.7351103,T memory cells,Immune system
1,CXCR6,4.7351103,T memory cells,Immune system
1,CD27,3.657628,B cells,Immune system
1,CD27,3.657628,B cells,Immune system
1,CD27,3.657628,B cells,Immune system
1,CD27,3.657628,B cells memory,Immune system
1,CD27,3.657628,B cells memory,Immune system
1,CD27,3.657628,B cells memory,Immune system
1,CD27,3.657628,NK cells,Immune system
1,CD27,3.657628,NK cells,Immune system
1,CD27,3.657628,NK cells,Immune system
1,CD27,3.657628,Plasma cells,Immune system
1,CD27,3.657628,Plasma cells,Immune system
1,CD27,3.657628,Plasma cells,Immune system
1,CD27,3.657628,T cytotoxic cells,Immune system
1,CD27,3.657628,T cytotoxic cells,Immune system
1,CD27,3.657628,T cytotoxic cells,Immune system
1,CD27,3.657628,T memory cells,Immune system
1,CD27,3.657628,T memory cells,Immune system
1,CD27,3.657628,T memory cells,Immune system
1,XCL1,3.2759202,NK cells,Immune system
1,XCL1,3.2759202,NK cells,Immune system
1,ARHGAP9,3.105685,Plasmacytoid dendritic cells,Immune system
1,ARHGAP9,3.105685,Plasmacytoid dendritic cells,Immune system
1,ARHGAP9,3.105685,Plasmacytoid dendritic cells,Immune system
1,MYO1G,3.2936637,Macrophages,Immune system
1,MYO1G,3.2936637,Macrophages,Immune system
1,MYO1G,3.2936637,Macrophages,Immune system
1,MYO1G,3.2936637,Macrophages,Immune system
1,MYO1G,3.2936637,T cells,Immune system
1,MYO1G,3.2936637,T cells,Immune system
1,MYO1G,3.2936637,T cells,Immune system
1,MYO1G,3.2936637,T cells,Immune system
1,PTPN22,2.6400278,T cells,Immune system
1,PTPN22,2.6400278,T cells,Immune system
1,PTPN22,2.6400278,T cells,Immune system
1,PTPN22,2.6400278,T cells,Immune system
1,SOCS1,2.5524127,Mast cells,Immune system
1,SOCS1,2.5524127,Mast cells,Immune system
1,CD6,3.2537599,T cells,Immune system
1,CD6,3.2537599,T cells,Immune system
1,CD6,3.2537599,T cells,Immune system
1,CD6,3.2537599,T cells,Immune system
1,CD6,3.2537599,T cells,Immune system
1,SH2D2A,4.074093,NK cells,Immune system
1,SH2D2A,4.074093,NK cells,Immune system
1,GATA3,3.4347796,Natural killer T cells,Immune system
1,GATA3,3.4347796,Natural killer T cells,Immune system
1,GATA3,3.4347796,Natural killer T cells,Immune system
1,GATA3,3.4347796,Nuocytes,Immune system
1,GATA3,3.4347796,Nuocytes,Immune system
1,GATA3,3.4347796,Nuocytes,Immune system
1,ITK,2.740992,T cells,Immune system
1,ITK,2.740992,T cells,Immune system
1,ITK,2.740992,T cells,Immune system
1,ITK,2.740992,T cells,Immune system
1,ITK,2.740992,T cells,Immune system
1,TBX21,4.39402,Natural killer T cells,Immune system
1,TBX21,4.39402,Natural killer T cells,Immune system
1,TBX21,4.39402,NK cells,Immune system
1,TBX21,4.39402,NK cells,Immune system
1,ADAM8,2.7503998,Macrophages,Immune system
1,ADAM8,2.7503998,Macrophages,Immune system
1,ADAM8,2.7503998,Neutrophils,Immune system
1,ADAM8,2.7503998,Neutrophils,Immune system
1,ITGB7,3.631682,Basophils,Immune system
1,ITGB7,3.631682,Basophils,Immune system
1,ITGB7,3.631682,T memory cells,Immune system
1,ITGB7,3.631682,T memory cells,Immune system
1,NCR1,3.108174,NK cells,Immune system
1,NCR1,3.108174,NK cells,Immune system
1,NCR1,3.108174,NK cells,Immune system
1,NCR1,3.108174,NK cells,Immune system
1,SNX20,3.131976,Macrophages,Immune system
1,SNX20,3.131976,Macrophages,Immune system
1,SNX20,3.131976,Neutrophils,Immune system
1,SNX20,3.131976,Neutrophils,Immune system
1,LAG3,2.6813197,T cells,Immune system
1,LAG3,2.6813197,T cells,Immune system
1,LAG3,2.6813197,T regulatory cells,Immune system
1,LAG3,2.6813197,T regulatory cells,Immune system
1,CD244,2.6364753,Eosinophils,Immune system
1,CD244,2.6364753,Eosinophils,Immune system
1,CD244,2.6364753,NK cells,Immune system
1,CD244,2.6364753,NK cells,Immune system
2,RELN,4.4372225,Hepatic stellate cells,Liver
2,RELN,4.4372225,Hepatic stellate cells,Liver
2,RELN,4.4372225,Hepatic stellate cells,Liver
2,RELN,4.4372225,Hepatic stellate cells,Liver
2,RELN,4.4372225,Hepatic stellate cells,Liver
2,NR1H4,3.8390503,Hepatic stellate cells,Liver
2,NR1H4,3.8390503,Hepatic stellate cells,Liver
2,MEG3,3.5919645,Hepatic stellate cells,Liver
2,MEG3,3.5919645,Hepatic stellate cells,Liver
2,MEG3,3.5919645,Hepatic stellate cells,Liver
2,MEG3,3.5919645,Hepatic stellate cells,Liver
2,MEG3,3.5919645,Hepatic stellate cells,Liver
2,ABCD3,3.0507467,Hepatocytes,Liver
2,ABCD3,3.0507467,Hepatocytes,Liver
2,ABCD3,3.0507467,Hepatocytes,Liver
2,PROX1,2.908354,Hepatoblasts,Liver
2,PROX1,2.908354,Hepatocytes,Liver
2,PROX1,2.908354,Megakaryocytes,Immune system
2,LIPC,3.0468733,Hepatocytes,Liver
2,LIPC,3.0468733,Hepatocytes,Liver
2,JAZF1,3.3444493,Basophils,Immune system
2,JAZF1,3.3444493,Basophils,Immune system
2,JAZF1,3.3444493,Basophils,Immune system
2,MAN1A1,2.5483074,Plasma cells,Immune system
2,MAN1A1,2.5483074,Plasma cells,Immune system
2,FGL1,2.5291765,Hepatocytes,Liver
2,FGL1,2.5291765,Hepatocytes,Liver
2,FGL1,2.5291765,Hepatocytes,Liver
2,FGL1,2.5291765,Hepatocytes,Liver
2,FGL1,2.5291765,Hepatocytes,Liver
2,RORA,2.5639203,Natural killer T cells,Immune system
2,RORA,2.5639203,Natural killer T cells,Immune system
2,RORA,2.5639203,Natural killer T cells,Immune system
2,RORA,2.5639203,Natural killer T cells,Immune system
2,RORA,2.5639203,Nuocytes,Immune system
2,RORA,2.5639203,Nuocytes,Immune system
2,RORA,2.5639203,Nuocytes,Immune system
2,RORA,2.5639203,Nuocytes,Immune system
2,RORA,2.5639203,T cells,Immune system
2,RORA,2.5639203,T cells,Immune system
2,RORA,2.5639203,T cells,Immune system
2,RORA,2.5639203,T cells,Immune system
2,IL1R1,2.6723855,T regulatory cells,Immune system
2,IL1R1,2.6723855,T regulatory cells,Immune system
2,ENAH,2.5315032,Mast cells,Immune system
2,ENAH,2.5315032,Mast cells,Immune system
2,ENAH,2.5315032,Mast cells,Immune system
2,PPARG,2.5716982,Hepatic stellate cells,Liver
2,PPARG,2.5716982,Macrophages,Immune system
2,PPARG,2.5716982,Megakaryocytes,Immune system
2,AHR,2.565174,Hepatocytes,Liver
2,AHR,2.565174,Macrophages,Immune system
2,AHR,2.565174,NK cells,Immune system
3,CPS1,4.284187,Hepatocytes,Liver
3,CPS1,4.284187,Hepatocytes,Liver
3,CPS1,4.284187,Hepatocytes,Liver
3,MEG3,3.5091422,Hepatic stellate cells,Liver
3,MEG3,3.5091422,Hepatic stellate cells,Liver
3,MEG3,3.5091422,Hepatic stellate cells,Liver
3,MEG3,3.5091422,Hepatic stellate cells,Liver
3,MEG3,3.5091422,Hepatic stellate cells,Liver
3,PAH,2.6090813,Hepatocytes,Liver
3,LEPR,2.9838233,Hepatocytes,Liver
3,LEPR,2.9838233,Hepatocytes,Liver
3,LEPR,2.9838233,Hepatocytes,Liver
3,SLC2A2,2.651024,Hepatocytes,Liver
3,DPP4,3.7190232,Dendritic cells,Immune system
3,DPP4,3.7190232,NK cells,Immune system
3,LIPC,2.678389,Hepatocytes,Liver
3,LIPC,2.678389,Hepatocytes,Liver
3,HMGCS1,2.9037879,Hepatocytes,Liver
3,PNPLA3,3.0371385,Hepatic stellate cells,Liver
3,CYP3A7,3.8115962,Hepatocytes,Liver
3,ACSS2,2.8883376,Basophils,Immune system
3,ACSS2,2.8883376,Hepatocytes,Liver
4,CP,5.850413,Hepatocytes,Liver
4,CP,5.850413,Hepatocytes,Liver
4,CP,5.850413,Hepatocytes,Liver
4,CP,5.850413,Hepatocytes,Liver
4,CP,5.850413,Hepatocytes,Liver
4,CP,5.850413,Hepatocytes,Liver
4,EXT1,4.8119073,Mast cells,Immune system
4,EXT1,4.8119073,Mast cells,Immune system
4,EXT1,4.8119073,Mast cells,Immune system
4,EXT1,4.8119073,Mast cells,Immune system
4,EXT1,4.8119073,Mast cells,Immune system
4,CYP2B6,6.495134,Hepatocytes,Liver
4,CYP2B6,6.495134,Hepatocytes,Liver
4,CYP2B6,6.495134,Hepatocytes,Liver
4,CYP2B6,6.495134,Hepatocytes,Liver
4,CYP2B6,6.495134,Hepatocytes,Liver
4,ABCC3,5.2190013,Hepatocytes,Liver
4,ABCC3,5.2190013,Hepatocytes,Liver
4,GHR,5.2311263,Hepatocytes,Liver
4,BACH2,5.8155394,B cells,Immune system
4,BACH2,5.8155394,B cells,Immune system
4,BACH2,5.8155394,B cells memory,Immune system
4,BACH2,5.8155394,B cells memory,Immune system
4,BACH2,5.8155394,B cells naive,Immune system
4,BACH2,5.8155394,B cells naive,Immune system
4,ABCB4,4.9412184,B cells naive,Immune system
4,ZBTB16,4.6461873,Natural killer T cells,Immune system
4,ZBTB16,4.6461873,Natural killer T cells,Immune system
4,ZBTB16,4.6461873,Natural killer T cells,Immune system
4,ZBTB16,4.6461873,Natural killer T cells,Immune system
4,ZBTB16,4.6461873,Natural killer T cells,Immune system
4,ZBTB16,4.6461873,Natural killer T cells,Immune system
4,ZBTB16,4.6461873,Natural killer T cells,Immune system
4,ZBTB16,4.6461873,NK cells,Immune system
4,ZBTB16,4.6461873,NK cells,Immune system
4,ZBTB16,4.6461873,NK cells,Immune system
4,ZBTB16,4.6461873,NK cells,Immune system
4,ZBTB16,4.6461873,NK cells,Immune system
4,ZBTB16,4.6461873,NK cells,Immune system
4,ZBTB16,4.6461873,NK cells,Immune system
4,IL4R,4.392893,B cells naive,Immune system
4,IL4R,4.392893,B cells naive,Immune system
4,IL4R,4.392893,Basophils,Immune system
4,IL4R,4.392893,Basophils,Immune system
4,IL4R,4.392893,Myeloid-derived suppressor cells,Immune system
4,IL4R,4.392893,Myeloid-derived suppressor cells,Immune system
4,ITGB5,4.0865717,T memory cells,Immune system
4,BLNK,5.1460466,B cells,Immune system
4,BLNK,5.1460466,Plasmacytoid dendritic cells,Immune system
4,ERN1,4.4483504,Plasmacytoid dendritic cells,Immune system
4,ERN1,4.4483504,Plasmacytoid dendritic cells,Immune system
4,IL6R,4.012145,T follicular helper cells,Immune system
4,RORA,3.4045835,Natural killer T cells,Immune system
4,RORA,3.4045835,Natural killer T cells,Immune system
4,RORA,3.4045835,Natural killer T cells,Immune system
4,RORA,3.4045835,Natural killer T cells,Immune system
4,RORA,3.4045835,Nuocytes,Immune system
4,RORA,3.4045835,Nuocytes,Immune system
4,RORA,3.4045835,Nuocytes,Immune system
4,RORA,3.4045835,Nuocytes,Immune system
4,RORA,3.4045835,T cells,Immune system
4,RORA,3.4045835,T cells,Immune system
4,RORA,3.4045835,T cells,Immune system
4,RORA,3.4045835,T cells,Immune system
4,CUX2,4.530694,Plasmacytoid dendritic cells,Immune system
4,CUX2,4.530694,Plasmacytoid dendritic cells,Immune system
4,CYP3A4,4.333354,Hepatocytes,Liver
4,CYP3A4,4.333354,Hepatocytes,Liver
4,CYP3A4,4.333354,Hepatocytes,Liver
4,CYP3A4,4.333354,Hepatocytes,Liver
4,CYP3A4,4.333354,Hepatocytes,Liver
