group,names,logfoldchanges,cell.type,organ
38,CCL5,5.9124093,T cells,Immune system
38,MATK,6.345008,Megakaryocytes,Immune system
38,CD160,6.3376584,T cells,Immune system
38,GZMK,5.6002264,NK cells,Immune system
38,GZMK,5.6002264,NK cells,Immune system
38,GZMK,5.6002264,T cells,Immune system
38,GZMK,5.6002264,T cells,Immune system
38,CLIC3,6.5710816,Gamma delta T cells,Immune system
38,GZMM,5.5729547,NK cells,Immune system
38,GZMM,5.5729547,NK cells,Immune system
38,ARHGAP9,5.3544602,Plasmacytoid dendritic cells,Immune system
38,GNLY,5.69788,Gamma delta T cells,Immune system
38,GNLY,5.69788,Gamma delta T cells,Immune system
38,GNLY,5.69788,NK cells,Immune system
38,GNLY,5.69788,NK cells,Immune system
38,HOPX,5.620896,Gamma delta T cells,Immune system
38,HOPX,5.620896,Gamma delta T cells,Immune system
38,HOPX,5.620896,NK cells,Immune system
38,HOPX,5.620896,NK cells,Immune system
38,HOPX,5.620896,T cells,Immune system
38,HOPX,5.620896,T cells,Immune system
38,XCL1,5.125078,NK cells,Immune system
38,NCR1,5.5586753,NK cells,Immune system
38,NCR1,5.5586753,NK cells,Immune system
38,CXCR6,5.167587,T cells,Immune system
38,CXCR6,5.167587,T memory cells,Immune system
39,LGALS4,5.796146,Cholangiocytes,Liver
39,FXYD2,7.677641,Cholangiocytes,Liver
39,FXYD2,7.677641,Cholangiocytes,Liver
40,CD247,7.1872783,Gamma delta T cells,Immune system
40,CD247,7.1872783,Gamma delta T cells,Immune system
40,CD247,7.1872783,Gamma delta T cells,Immune system
40,CD247,7.1872783,NK cells,Immune system
40,CD247,7.1872783,NK cells,Immune system
40,CD247,7.1872783,NK cells,Immune system
40,CD247,7.1872783,T cells,Immune system
40,CD247,7.1872783,T cells,Immune system
40,CD247,7.1872783,T cells,Immune system
40,CD247,7.1872783,T memory cells,Immune system
40,CD247,7.1872783,T memory cells,Immune system
40,CD247,7.1872783,T memory cells,Immune system
40,IKZF1,5.384905,T memory cells,Immune system
40,IKZF1,5.384905,T memory cells,Immune system
40,TXK,5.542391,NK cells,Immune system
40,TXK,5.542391,T cells,Immune system
40,MCTP2,5.4259243,Plasmacytoid dendritic cells,Immune system
40,RUNX3,5.8633056,Macrophages,Immune system
40,PYHIN1,5.006677,T cells,Immune system
40,ITK,5.1966887,T cells,Immune system
40,ITK,5.1966887,T cells,Immune system
40,NCR1,5.680399,NK cells,Immune system
40,NCR1,5.680399,NK cells,Immune system
41,FXYD2,6.346839,Cholangiocytes,Liver
41,FXYD2,6.346839,Cholangiocytes,Liver
